307;307
1;2;0;0.47
2;3;0;0.51
3;4;0;0.5
4;5;0;0.58
5;6;0;1.2
6;7;0;0.43
7;8;0;0.53
8;9;0;0.59
9;10;0;0.44
10;11;0;0.58
11;12;0;1.14
12;13;0;0.41
13;14;0;0.52
14;15;0;5
15;16;0;5
16;17;0;0.48
17;18;0;1.16
18;19;0;0.54
19;20;0;0.55
20;21;0;1.07
21;22;0;0.41
22;23;0;0.6
23;24;0;1.1
24;25;0;0.6
25;24;0;1.0
24;23;0;0.49
23;22;0;1.09
22;21;0;0.53
21;20;0;0.59
20;19;0;1.03
19;18;0;0.44
18;17;0;0.57
17;16;0;1.15
16;15;0;5
15;14;0;5
14;13;0;0.46
13;12;0;1.15
12;11;0;1.13
11;10;0;0.56
10;9;0;1.05
9;8;0;0.59
8;7;0;0.57
7;6;0;1.07
6;5;0;1.03
5;4;0;0.45
4;3;0;0.46
3;2;0;1.04
2;1;0;0.53
233;234;0;0.45
234;210;1;0.43
210;235;1;0.5
235;236;1;1.11
236;237;1;1.07
237;238;0;1.18
238;239;0;1.14
239;122;0;0.59
122;240;0;0.55
240;241;0;1.07
241;242;0;1.04
242;243;0;1.06
243;244;0;1.04
244;89;0;1.14
89;245;0;0.46
245;246;0;1.04
246;247;0;1.01
247;155;0;0.56
155;112;0;0.5
112;155;0;1.11
155;247;0;0.6
247;246;0;0.54
246;245;0;0.49
245;89;0;0.51
89;244;0;1.08
244;243;0;0.55
243;242;0;0.59
242;241;0;1.18
241;240;0;0.45
240;122;0;0.51
122;239;0;1.07
239;238;0;0.47
238;237;0;1.03
237;248;1;0.6
248;211;1;1.07
211;249;1;0.59
249;234;1;1.02
234;233;0;1.12
15;16;0;5
16;84;0;0.45
84;65;0;1.14
65;67;0;0.45
67;56;0;1.07
56;42;0;0.53
42;250;0;1.17
250;251;0;0.57
251;173;0;1.0
173;252;0;1.2
252;73;0;1.03
73;253;0;1.16
253;73;0;1.13
73;252;0;0.5
252;173;0;1.17
173;251;0;0.47
251;250;0;1.0
250;42;0;1.1
42;56;0;1.0
56;67;0;1.0
67;65;0;1.14
65;84;0;1.03
84;16;0;0.4
16;15;0;5
254;255;0;1.07
255;78;0;1.08
78;256;0;1.07
256;257;0;0.58
257;258;0;1.1
258;35;0;1.07
35;259;0;0.49
259;260;0;0.41
260;261;0;1.05
261;58;0;0.57
58;184;0;1.18
184;11;0;0.44
11;262;0;0.42
262;263;0;1.2
263;264;0;1.17
264;243;0;1.18
243;265;0;1.15
265;266;0;0.43
266;93;0;0.55
93;267;0;0.48
267;125;0;0.47
125;268;0;0.58
268;269;0;1.17
269;270;0;0.52
270;271;0;0.43
271;272;0;0.59
272;273;0;1.03
273;272;0;0.56
272;271;0;1.16
271;270;0;1.09
270;269;0;1.08
269;268;0;0.47
268;125;0;1.14
125;267;0;1.01
267;93;0;0.59
93;266;0;1.11
266;265;0;0.46
265;243;0;0.51
243;264;0;1.06
264;263;0;0.49
263;262;0;1.09
262;11;0;1.12
11;184;0;0.59
184;58;0;0.48
58;261;0;0.47
261;260;0;1.19
260;259;0;0.55
259;35;0;0.42
35;258;0;1.16
258;257;0;0.47
257;256;0;1.14
256;78;0;0.57
78;255;0;0.6
255;254;0;1.2
274;275;0;1.11
275;276;0;0.41
276;277;0;0.5
277;278;0;1.16
278;279;0;0.45
279;280;0;0.5
280;93;0;0.58
93;241;0;1.07
241;281;0;0.49
281;282;0;0.43
282;183;0;1.0
183;10;0;1.15
10;219;0;1.0
219;58;0;1.19
58;283;0;1.09
283;33;0;0.48
33;284;0;0.49
284;285;0;1.2
285;286;0;0.5
286;287;0;0.6
287;288;0;0.46
288;289;0;0.42
289;290;0;1.14
290;291;0;0.55
291;292;0;1.06
292;291;0;1.11
291;290;0;0.44
290;289;0;0.52
289;288;0;1.04
288;287;0;1.18
287;286;0;0.52
286;285;0;0.45
285;284;0;1.16
284;293;0;1.19
293;294;0;1.1
294;295;0;0.57
295;296;0;0.49
296;297;0;1.06
297;298;0;0.53
298;297;0;0.53
297;296;0;0.54
296;295;0;0.49
295;294;0;1.15
294;293;0;0.43
293;284;0;1.11
58;184;0;1.07
184;151;0;0.51
151;15;0;5
15;19;0;5
19;133;0;1.18
133;299;0;0.5
299;300;0;1.19
300;301;0;0.43
301;300;0;0.5
300;299;0;1.1
299;133;0;0.44
133;19;0;0.48
19;15;0;5
15;151;0;5
151;184;0;0.44
184;58;0;0.58
26;27;0;1.12
27;7;0;1.02
7;28;0;0.41
28;29;0;0.52
29;30;0;0.42
30;31;0;0.6
31;32;0;1.12
32;33;0;0.49
33;34;0;0.51
34;35;0;1.09
35;36;0;1.12
36;37;0;1.11
37;38;0;0.52
38;39;0;1.02
39;40;0;1.07
40;41;0;1.13
41;42;0;0.43
42;43;0;1.09
43;44;0;0.6
44;45;0;0.56
45;46;0;0.42
46;47;0;1.17
47;48;0;1.2
48;21;0;0.55
21;48;0;1.14
48;47;0;1.12
47;46;0;0.52
46;45;0;1.01
45;44;0;0.57
44;43;0;1.18
43;42;0;0.4
42;41;0;1.2
41;40;0;1.2
40;39;0;1.06
39;38;0;0.59
38;37;0;0.59
37;36;0;1.11
36;35;0;0.44
35;34;0;1.12
34;33;0;0.59
33;32;0;0.4
32;31;0;1.06
31;30;0;1.06
30;29;0;1.15
29;28;0;0.6
28;7;0;0.41
7;27;0;1.14
27;26;0;1.02
49;50;0;1.06
50;51;0;1.06
51;52;0;1.06
52;53;0;0.49
53;54;0;0.41
54;55;0;1.03
55;31;0;1.03
31;57;0;1.02
57;58;0;0.49
58;59;0;0.59
59;60;0;1.08
60;61;0;1.18
61;62;0;0.48
62;63;0;1.06
63;64;0;0.59
64;65;0;1.15
65;66;0;0.57
66;67;0;0.49
67;68;0;1.05
68;69;0;0.52
69;45;0;0.47
45;70;0;0.46
70;71;0;1.09
71;72;0;0.43
72;71;0;1.18
71;70;0;1.09
70;45;0;0.45
45;69;0;1.13
69;68;0;0.53
68;67;0;1.1
67;66;0;1.09
66;65;0;1.2
65;64;0;0.53
64;63;0;1.15
63;62;0;0.54
62;61;0;0.48
61;60;0;1.09
60;59;0;0.45
59;58;0;0.46
58;57;0;0.47
57;31;0;1.15
31;55;0;0.48
55;54;0;1.0
54;53;0;0.42
53;52;0;1.11
52;51;0;0.56
51;50;0;0.5
50;49;0;1.2
73;74;0;0.59
74;75;0;1.04
75;70;0;0.48
70;75;0;0.44
75;74;0;0.55
74;73;0;0.6
76;77;0;0.53
77;78;0;0.59
78;79;0;1.01
79;37;0;0.41
37;80;0;1.18
80;81;0;0.47
81;82;0;1.19
82;83;0;0.49
83;64;0;1.01
64;85;0;1.12
85;86;0;1.04
86;15;0;5
15;87;0;5
87;88;0;0.48
88;89;0;0.45
89;90;0;1.13
90;91;0;1.11
91;92;0;1.05
92;93;0;1.1
93;94;0;0.6
94;95;0;1.01
95;96;0;0.46
96;97;0;1.02
97;98;0;1.04
98;99;0;0.54
99;98;0;0.5
98;97;0;0.57
97;96;0;0.42
96;95;0;1.09
95;94;0;1.02
94;93;0;1.1
93;92;0;1.03
92;91;0;0.53
91;90;0;1.05
90;89;0;1.0
89;88;0;1.2
88;87;0;0.46
87;15;0;5
15;86;0;5
86;85;0;0.51
85;64;0;0.44
64;83;0;0.57
83;82;0;0.57
82;81;0;1.14
81;80;0;0.6
80;37;0;1.11
37;79;0;0.59
79;78;0;1.1
78;77;0;0.59
77;76;0;1.02
100;101;0;1.15
101;102;0;1.03
102;103;0;0.41
103;104;0;1.06
104;105;0;0.58
105;106;0;1.16
106;40;0;1.07
40;39;0;1.02
39;80;0;1.12
80;81;0;1.16
81;107;0;1.12
107;67;0;1.19
67;108;0;0.56
108;109;0;0.58
109;110;0;1.14
110;18;0;1.02
18;111;0;1.1
111;112;0;1.08
112;113;0;0.41
113;114;0;1.15
114;115;0;0.42
115;114;0;0.45
114;113;0;1.01
113;112;0;0.6
112;111;0;1.18
111;18;0;0.41
18;110;0;1.02
110;109;0;1.09
109;108;0;0.57
108;67;0;0.5
67;107;0;1.01
107;81;0;0.58
81;80;0;0.43
80;39;0;1.11
39;40;0;0.51
40;106;0;0.48
106;105;0;1.09
105;104;0;0.44
104;103;0;1.09
103;102;0;1.2
102;101;0;1.1
101;100;0;0.41
7;116;0;1.02
116;117;0;1.1
117;118;0;0.51
118;119;0;1.1
119;120;0;0.49
120;121;0;1.0
121;122;0;1.01
122;123;0;1.15
123;124;0;1.16
124;125;0;0.5
125;93;0;0.52
93;126;0;1.19
126;95;0;0.54
95;96;0;1.07
96;127;0;1.2
127;128;0;1.07
128;129;0;0.45
129;115;0;0.47
115;130;0;0.46
130;131;0;1.09
131;132;0;0.44
132;133;0;0.5
133;134;0;0.45
134;135;0;1.2
135;136;0;0.44
136;137;0;0.52
137;21;0;0.57
21;137;0;0.44
137;136;0;1.1
136;135;0;1.1
135;134;0;1.15
134;133;0;0.53
133;132;0;1.02
132;131;0;0.44
131;130;0;0.52
130;115;0;1.02
115;129;0;0.45
129;128;0;0.49
128;127;0;0.52
127;96;0;0.46
96;95;0;1.17
95;126;0;0.58
126;93;0;0.46
93;125;0;1.2
125;124;0;1.13
124;123;0;1.17
123;122;0;1.01
122;121;0;1.13
121;120;0;0.46
120;119;0;1.19
119;118;0;1.05
118;117;0;1.17
117;116;0;1.18
116;7;0;1.03
138;139;0;1.02
139;140;0;1.1
140;141;0;1.04
141;142;0;1.17
142;143;0;0.48
143;144;0;0.45
144;39;0;0.42
39;145;0;0.51
145;146;0;0.49
146;81;0;1.06
81;147;0;1.11
147;148;0;0.51
148;149;0;1.06
149;150;0;1.14
150;60;0;0.54
60;151;0;0.55
151;13;0;0.45
